Package_Title,Url,Price,Duration,Rating,Reviews,Group_size,Highlights,Itinerary
The Ultimate Nepal Experience,https://www.tourradar.com/t/194006,"US,$,500",6 days,4.8,5,15,,"Day 1: Arrival in Kathmandu,,Day 2: Kathmandu City Tour,,Day 3: Kathmandu Cycling,,Day 4: Trishuli River Rafting,,Day 5: Sunrise Over Nagarkot and Trek to Changunarayan ,,Day 6: Final Departure or Extend Your Holiday,"
Chisapani Nagarkot Trek,https://www.tourradar.com/t/106696,"US,$,740",6 days,4.9,31,15,,"Day 1: Arrival in Kathmandu at Tribhuwan International Airport.,,Day 2: Pre-meeting and full day sightseeing Kathmandu.,,Day 3: Short drive to Sundari Jal and hike up to Chisapani.,,Day 4: Trek to Nagarkot, a popular hill station.,,Day 5: Sunrise view and drive back to Kathmandu via Chagunarayan.,,Day 6: Trip End. Final Departure.,"
Short Annapurna Base Camp Trek,https://www.tourradar.com/t/201915,"US,$,629",6 days,4.9,51,12,,"Day 1: Drive from Kathmandu Pokhara by tourist bus- 7 hrs approx,,Day 2: Drive from Pokhara to Siwai 3 hrs, trek to Chhomrong,,Day 3: Trek from Chhomrong to Himalaya (2,950m) - 6 hrs,,Day 4: Himalayan to Annapurna Base Camp (4,130m) via MBC (3700m) - 4 hrs,,Day 5: Trek from ABC to Sinuwa (2500 m)- 6 hrs,,Day 6: Trek from Sinuwa to Siwai 2 hrs, drive from Siwai to Pokhara via Nayapul,"
Crown Of Himalaya - Nepal,https://www.tourradar.com/t/200518,"US,$,1,150",10 days,4.8,153,8,,"Day 1: ARRIVAL IN KATHMANDU,,Day 2: KATHMANDU,,Day 3: KATHMANDU,,Day 4: KATHMANDU - CHITWAN (200 Km, 6 Hrs Approx),,Day 5: CHITWAN NATIONAL PARK,,Day 6: CHITWAN - BANDIPUR - POKHARA (80 Km, 3 Hrs Approx),,Day 7: POKHARA,,Day 8: POKHARA - KATHMANDU (Domestic flight-30 Minutes Approx ),,Day 9: KATHAMNDU,,Day 10: KATHMANDU,"
Everest View Short Trek - 8 Days in Nepal,https://www.tourradar.com/t/194219,"US,$,1,150",8 days,4.8,5,15,,"Day 1: Arrival In Kathmandu ,,Day 2: Fly To Lukla Then Trek To Phakding (2562m) ,,Day 3: Trek To Namche Bazaar (3440m) ,,Day 4: Hike To Everest View Hotel And Back To Namche Bazaar ,,Day 5: Trek Back To Lukla ,,Day 6: Flight Back To Kathmandu ,,Day 7: Exploration In Kathmandu ,,Day 8: Departure,"
Trekking Journey through Nepal's Langtang Region,https://www.tourradar.com/t/87764,"US,$,1,341",11 days,4.8,142,10,"Explore bustling Kathmandu and visit the Monkey Temple,Visit Kyanjin Gumpa village and hike near the Tibetan border,Trek through the forest and hike up beautiful mountain valleys","Day 1: Kathmandu (4,593ft/1400m),,Day 2: Kathmandu (4,593ft/1400m),,Day 3: Kathmandu to Syabru Besi (4,790ft/1460m),,Day 4: Syabru Besi to Lama Hotel (8,399ft/2560m),,Day 5: Lama Hotel to Langtang Village (11,335ft/3455m),,Day 6: Langtang Village to Kyanjin Gumpa (12,522ft/3817m),,Day 7: Acclimatization day in Kyanjin Gumpa (12,522ft/3817m),,Day 8: Kyanjin Gumpa to Lama Hotel (name of village),,Day 9: Lama Hotel to Syabru Besi (4,790ft/1460m),,Day 10: Syabru Besi to Kathmandu (4,593ft/1400m),,Day 11: Kathmandu (4,593ft/1400m),"
Langtang Valley Trek,https://www.tourradar.com/t/168824,"US,$,1,150",10 days,4.7,7,10,"Meet the locals at the beautiful Langtang mountain village,Be amazed by the myriad of grand temples in Kathmandu,Wander through some of the most remote villages in Nepal","Day 1: Arrival in Kathmandu (1,400m),,Day 2: Drive Kathmandu – Shyaphrubesi (1460m) Duration: 7-8 hours,,Day 3: Trek to Lama Hotel (2470m) Duration: 6 hours,,Day 4: Trek to Mundu (Beyond Langtang Village) (3543m) Duration: 6- 7 hours,,Day 5: Trek to Kyanjin Gumba (3870m) Duration: 4 hours,,Day 6: Explore Tserko Ri (4984m) Duration: 5-6 Hours,,Day 7: Trek to Lama Hotel (2470m) Duration: 6-7 hours,,Day 8: Trek to Shyaphrubesi (1460m) Duration: 7-5 Hours,,Day 9: End trek, Drive Shyaphrubesi – Kathmandu,,Day 10: Trip conclude,"
Nepal Exposed,https://www.tourradar.com/t/24070,"US,$,1,610",10 days,4.6,836,12,,"Day 1: Arrive in Kathmandu. Transfer to hotel,,Day 2: Kathmandu walking tour. Swayambunath stupa,,Day 3: Drive to Chitwan National Park. Rafting option,,Day 4: Chitwan National Park wildlife safaris,,Day 5: Chitwan to the hilltop village of Bandipur,,Day 6: Bandipur to Pokhara. Afternoon tour,,Day 7: Pokhara. Free day,,Day 8: Drive from Pokhara to the Kathmandu Valley. Overnight Nagarkot,,Day 9: Bhaktapur ancient centre, Pasupatinath &amp; Boudhanath,,Day 10: Kathmandu. Departure transfer to the airport,"
Annapurna Poon Hill trek,https://www.tourradar.com/t/141563,"US,$,699",8 days,4.8,21,8,,"Day 01: Arrive in Kathmandu (1300 meters) ,,Day 02: Kathmandu Sightseeing Tour and Trek Preparation,,Day 03: Fly to Pokhara (820 meters) and Trek to Ulleri (1,960 meters), Duration: 30 minute Flight and 6-Hours Trek ,,Day 04: Ulleri to Ghorepani (2,880 meters), Duration: 4 – 5 Hours ,,Day 05: Ghorepani to Tadapani (2,630 meters) with a visit to Poon Hill, Duration: 6 – 7 Hours ,,Day 06: Tadapani to Pokhara, Duration: 6 Hours Trek and 1 Hour Drive,,Day 07:Drive back to Kathmandu, Duration: 6 Hours ,,Day 08: Final Departure ,"
Mardi Himal Trekking,https://www.tourradar.com/t/119198,"US,$,800",11 days,4.7,31,30,"Trek to Off the beaten path around Annapurna region.,The great countryside hills, terrace farming and mountain landscapes,Explore ethnic culture and their lifestyle and unspoiled trekking destinations .","Day 01: Arrival in Kathmandu and Transfer to the hotel ,,Day 02: Kathmandu to Pokhara. Flight is not include,,Day 03: Drive to Phedi and trek to Deurali (2100m/6,720 ft): 30 minutes drive, 4-5 hours trek.,,Day 04: Deurali to forest camp (2,520m/8064 ft): 6-7 hours.,,Day 05: Forest Camp to low camp (2970m/9504 ft): 5-6 hours,,,Day 06: Low camp to high camp (3540m/11,328ft): 3-4 hours,,Day 07: High camp to upper viewpoint (4250m/13600 ft), return back to high camp: 2-3 hours ,,Day 08: High camp to Sidhing Village (1700m/5440 ft): 6-7 hours,,Day 09: Trek to Lumre, drive to Pokhara and fly to Kathmandu: 2-3 hours trek, 2 hours drive and 25 minutes flight,,Day 10: Fly or drive back to Kathmandu (Flight fare is not Include),,Day 11: Final departure,"
Short Everest base camp trek,https://www.tourradar.com/t/170792,"US,$,1,050",11 days,4.7,31,7,,"Day 01:Kathmandu to Phakding via Lukla flight (2,652m) 3 hrs,,Day 02: Phakding to Namche Bazaar (3,440m) 5 - 6 hrs,,Day 03: Namche Bazaar: Rest day,,Day 04: Namche to Tengboche (3,870m): 5 - 6 hrs,,Day 05: Tengboche to Dingboche (4,360 m) 5 - 6 hrs,,Day 06: Dingboche - Lobuche (4,910) 5-6 hrs,,Day 07: Lobuche to Gorekshep via EBC (5,170m)8-9 hrs,,Day 08: Gorekshep to Pheriche Via Kalapatthar (4280 m) 8-9 hrs,,Day 09: Pheriche to Namche (3,570m) 5-6 hrs,,Day 10: Namche to Lukla: 6- 8 hrs,,Day 11: Lukla - Kathmandu,"
Nepal Reflection Tour | 9 Days in Nepal,https://www.tourradar.com/t/193656,"US,$,1,850",9 days,4.8,5,15,,"Day 1: Arrival in Kathmandu, Tour of Kirtipur village,,Day 2: Sightseeing in Kathmandu Valley,,Day 3: Travel to Chitwan National Park ,,Day 4: Explore the jungles of Chitwan ,,Day 5: Drive to Pokhara ,,Day 6: Sightseeing in Pokhara ,,Day 7: Return to Kathmandu ,,Day 8: Further exploration of Kathmandu valley ,,Day 9: Departure,"
Helambu Trek - 9 Days,https://www.tourradar.com/t/171804,"US,$,899",9 days,5.0,72,40,,"Day 01: Arrive in Kathmandu (1300m/4,264 ft),,Day 02: Kathmandu Sightseeing &amp; Preparation for the Trek,,Day 03: Drive to Sundarijal &amp; trek to Chisapani (2300m/7544 ft) (Drive 1 hrs, Trek 4 hrs),,Day 04: Trek from Chisopani to Kutumsang (2446m/8022ft) (7 hrs),,Day 05: Trek from Kutumsang to Thadepati (3650m/11972ft) (6 hrs),,Day 06: Trek to Tarkeghyang (2560m/8397ft) (6 hrs),,Day 07: Trek to Sermathang (2,610m/8,563ft) (3-4 hrs),,Day 08: Trek to Malemchi Puul Bazaar: Drive to Kathmandu (3-4 hrs trek/2 hrs drive),,Day 09: Farewell ,"
11 Days Annapurna Base Camp Trek,https://www.tourradar.com/t/171656,"US,$,1,299",11 days,5.0,72,50,,"DAY 01: Arrival in Kathmandu (1,300m/4,264ft),,DAY 02 : Fly to Pokhara (823m/2,700ft) 30 minute flight, trek to Ghandruk (1940m/6360 ft): 5 – 6 hours trek  ,,DAY 03: Ghandruk to Chhomrong (2170m/7120ft): 5 – 6 hours,,DAY 04: Chhomrong to Bamboo (2310m/7578ft): 4 – 5 hours,,DAY 05 : Bamboo to Deurali (3230m/10,595ft): 3 – 4 hours,,DAY 06 : Deurali to Annapurna Base Camp (4,130m/13,545ft) via Machhapuchhre Base Camp (3700m/12135ft): 5 – 6 hours,,DAY 07: Annapurna Base Camp to Bamboo: 7 – 8 hours,,DAY 08: Bamboo to Jhinu Danda (1760m/5770 ft): 5 – 6 hours,,DAY 09 : Trek to Naya Pul then drive to Pokhara: 6 hours trek, 1 hour drive,,DAY 10: Fly to Kathmandu,,DAY 11: Final Departure: Home Sweet Home ,"
Annapurna Base Camp Trek 10 days,https://www.tourradar.com/t/186788,"US,$,710",10 days,4.8,21,8,,"Day: 01 - Arrival in Kathmandu (1400m),,Day: 02 - Drive to Nayapul (1070m) and Trek to Birethanti (1100m),,Day: 03 - Trek to Chomrong (2170m),,Day: 04 - Trek to Bamboo (2310m),,Day: 05 - Trek to Deurali (3280m),,Day: 06 - Trek to Annapurna Base Camp (4130m) via Machhapuchre Base Camp (3700),,Day: 07 - Trek back to Bamboo (2310m),,Day: 08 - Trek to Jhinu Danda (1780m),,Day: 09 - Trek to Nayapul (1070m) and then drive to Pokhara,,Day: 10 - Drive back to Kathmandu,,Day: 11 - Final Departure,"
Langtang Valley Trek,https://www.tourradar.com/t/106580,"US,$,1,150",10 days,4.9,31,15,,"Day 1: Arrival at the Tribhuwan International Airport in Kathmandu (1,345m),,Day 2: Pre-trip meeting and sightseeing in Kathmandu (1345),,Day 3: Drive to Syabru Besi (1,462m) on a public bus -8 hrs,,Day 4: Trek to Lama Hotel (2,500m) - 6 hrs,,Day 5: Trek to the Thankshyap (3,307m) - 5 hrs,,Day 6: Trek to Kyanjin Gompa (3,798m) - 4 hrs,,Day 7: Trek back to Lama Hotel (2,500m) - 5.5 hrs,,Day 8: Trek to Sybru Besi (1, 462m) - 5 hrs,,Day 9: Drive back to Kathmandu by bus - 8 hrs,,Day 10: Transfer to international airport for your final departure,"
Private Annapurna Base Camp trek -7 Days,https://www.tourradar.com/t/154814,"US,$,800",7 days,4.7,44,7,,"Day 01: Drive from Pokhara to Nayapul and trek to Chomrong (1,951m / 6,400ft) - 06 hrs,,Day 02: Trek to Dovan 2,130m via Bamboo(2,050 m / 6,725ft)-06 hrs. ,,Day 03: Trek to Machhapuchare Base Camp (3,720 m / 12,204ft)-06 hrs.,,Day 04: Trek to Annapurna Base Camp 4,095 m /13,435 ft - 04 hrs. ,,Day 05: Trek to Bamboo 2,050m / 6,725 ft - 06 hrs. ,,Day 06: Trek to Jhinu-Danda with hot spring 1,700m / 5,577ft - 06 hrs. ,,Day 07: Trek to Kyumi drive to Pokhara 860m / 2,821ft -05 hrs. ,"
Tamang Heritage Trail,https://www.tourradar.com/t/75674,"US,$,1,020",10 days,4.8,136,10,"Marvel at the UNESCO World Heritage Sites of Kathmandu,Meet the locals at Tibetan-Buddhist villages in Langtang Himal,Enjoy the scenic drive with incredible views of the Himalayas","Day 01 : Arrive at Tribhuwan International Airport, Kathmandu,,Day 02 : Kathmandu Valley Sightseeing Tour,,Day 03 : Drive to Syabru Bensi (1462m/4795ft) Duration: 7 hrs,,Day 04 : Syabru Bensi- Gatlang (2238m/7340ft) 5 hrs,,Day 05 : Gatlang - Tatopani (2607m/8550ft) Duration: 5-6,,Day 06 : Thuman -Timur (1762m/5780ft) Duration: 5 hrs,,Day 07 : Timur –Briddim (2337m/7665ft) Duration: 6 hrs,,Day 08 : Briddim - Syabru Bensi (1467m/4795ft) Duration: 5-6 hrs,,Day 09 : Syabru Bensi to Kathmandu,,Day 10 : Farewell,"
Helambu Trek,https://www.tourradar.com/t/75673,"US,$,780",9 days,4.8,136,10,"Trek through the Shivapuri watershed and wildlife reserve,Witness trails dotted with colourful Rhododendron flowers,Meet the locals at quaint mountainside Sherpa villages","Day 01 : Arrive at Tribhuwan International Airport (TIA) Kathmandu,,Day 02 : Kathmandu Valley Sightseeing Tour,,Day 03 : Drive to Sundarijal and trek to Chisapani (2300m/7545ft) Duration: 4 hours,,Day 04 : Chisapani to Kutumsang (2446m/8022ft) Duration: 5 hours,,Day 05 : Kutumsang to Tharipati (3650m/11972ft) Duration: 5 hours,,Day 06 : Tharipati to Tarkeghyang (2743m/8997ft) Duration: 5 hours,,Day 07 : Tarkeghyang to Shermathang (2621m/8596ft) Duration: 4 hours,,Day 08 : Shermathang- Melamchi Pul Bazaar –Kathmandu, 3-4 hrs hike and 2 hrs drive,,Day 09 : Farewell,"
Premium Nepal,https://www.tourradar.com/t/215335,"US,$,2,700",9 days,4.3,194,12,,"Day 1: Kathmandu,,Day 2: Kathmandu,,Day 3: Nagarkot,,Day 4: Pokhara,,Day 5: Pokhara,,Day 6: Chitwan National Park,,Day 7: Chitwan National Park,,Day 8: Kathmandu,,Day 9: Kathmandu,"
Poon Hill Trek around Annapurna Himalayas,https://www.tourradar.com/t/194947,"US,$,850",9 days,4.8,5,15,,"Day 1: Arrival In Kathmandu,,Day 2: Exploring Kathmandu Valley,,Day 3: Travel To Pokhara,,Day 4: Trek To Ulleri,,Day 5: Trek To Ghorepani,,Day 6: Poon Hill &amp; Trek To Ghandruk,,Day 7: Trek To Nayapul, Drive To Pokhara,,Day 8: Return To Kathmandu,,Day 9: Departure,"
Short Annapurna Circuit Trek 10 Days,https://www.tourradar.com/t/186785,"US,$,730",10 days,4.8,21,10,,"Day 1 Drive from Kathmandu (1400m) to Besisahar (825m) and Drive to Chame (2670m),,Day 2 Trek from Chame to Pisang (3190m) Duration: 4 to 5 hours ,,Day 3 Trek from Pisang to Ngawal (3657m) Duration: 4 to 5 hours ,,Day 4 Trek from Ngawal to Manang (3540m) Duration: 4 to 5 hours  ,,Day 5 Acclimatization day in Manang ,,Day 6 Trek from Manang to Yak kharka (4200m) Duration: 4 to 5 hours ,,Day 7 Trek from Yak Kharka to Thorang Phedi (4450m) Duration: 3 to 4 hours ,,Day 8 Trek from Thorang Phedi to Thorong La pass (5416m) to Muktinath (3800m) Duration:7 to 8 hours  ,,Day 9 Drive from Muktinath to Pokhara (950m) Duration: 7 to 8 hours drive ,,Day 10 Drive from Pokhara to Kathmandu Duration: 6 to 7 hours drive ,"
Everest Panorama Trek,https://www.tourradar.com/t/140640,"US,$,1,150",11 days,4.8,21,10,,"Day  01 – Arrive in Kathmandu (1,400 m). Overnight at a Hotel.,,Day  02 – Pre-trip Meeting and Guided Sightseeing in the Kathmandu Valley. Overnight at a Hotel. ,,Day 03 – Fly to Lukla (2,804 m) and Trek to Phakding (2,610 m) – 3 hrs. Overnight at a Guesthouse.,,Day 04 – Trek to Namche Bazaar (3,441 m) – 5.5 hrs. Overnight at a Guesthouse.,,Day 05 – Namche Bazaar Acclimatization Day. Overnight at a Guesthouse.,,Day 06- Trek to Khumjung and explore Khumjung Village,,Day 07 – Trek to Tengboche (3,860 m) – 5 hrs. Overnight at a Guesthouse.,,Day 08 – Trek Back to Namche Bazaar (3,441 m) – 4 hrs. Overnight at a Guesthouse.,,Day 09 – Trek to Lukla (2,804 m) – 6 hrs. Overnight at a Guesthouse.,,Day 10 – Morning Flight back to Kathmandu. And join dinner with cultural show Overnight at a Hotel.,,Day 11 – Transfer to the International Airport for Your Final Flight Departure.,"
Wonders of Nepal,https://www.tourradar.com/t/199825,"US,$,1,447",11 days,,,10,,
Everest View Panorama Trek,https://www.tourradar.com/t/142381,"US,$,891",9 days,4.8,38,9,,"Day 01: Arrival in Kathmandu, transfer to Hotel and Orientation. O/n at Hotel,,Day 02: Flight to Lukla (2,840m) – Trek to Phakding (2610m) after 3 – 4 h gentle walking. O/n at Phakding,,Day 03: Trek Namche Bazaar (3,440m) Walking 5 Hours, O/n at Namche,,Day 04: Acclimatizing day at Namche Bazaar (3,440m) O/n at Namche,,Day 05: Trek to Tengboche (3,860m) Walking around 6 Hours. O/n at Tengboche,,Day 06: Trek to Namche (3,440m) Walking around 6 Hours, O/n at Namche,,Day 07: Trek to Lukla (2,840m) Walking around 7 Hours, O/n at Lukla.,,Day 08: Fly to Kathmandu After breakfast we fly in about 40 minutes from Lukla to Kathmandu .O/n at Hotel.,,Day 09: Departure ,"
Lumbini Tour - Buddhist Pilgrimage Site,https://www.tourradar.com/t/111892,"US,$,1,360",7 days,4.9,31,15,,"Day 1: Arrival at the Tribhuvan International Airport in Kathmandu (1,345m). Pre-trip meeting at the hotel,,Day 2: Sightseeing in Buddhist sites around in the Kathmandu,,Day 3: Fly to Bhairahawa and drive to Lumbini.,,Day 4: Sightseeing in Lumbini.,,Day 5: Sightseeing around Kapilvastu.,,Day 6: Fly back to Kathmandu.,,Day 7: Trip ends. Final Departure.,"
"Nepal Luxury TourKathmandu, Pokhara &amp; Chitwan",https://www.tourradar.com/t/75719,"US,$,1,365",8 days,4.7,40,14,,"Day 01: Arrival day in Kathmandu,,Day 02: Guided cultural and heritage tours of Kathmandu &amp; fly to Pokhara,,Day 03: Sarangkot and Pokhara city tour,,Day 04: Fly to Bharatpur (Chitwan),,Day 05: Jungle activities,,Day 06: Drive back to Kathmandu,,Day 07: Kathmandu city tour,,Day 08: Departure,"
Nepal Family Holiday with Teenagers,https://www.tourradar.com/t/63942,"US,$,1,920",11 days,4.6,"7,814",16,,"Day 1: Kathmandu,,Day 2: Nagarkot,,Day 3: Pokhara,,Day 4: Astam Village,,Day 5: Pokhara,,Day 6: Pokhara,,Day 7: Seti River,,Day 8: Chitwan National Park,,Day 9: Chitwan National Park ,,Day 10: Kathmandu,,Day 11: Kathmandu,"
6 Days Nepal Tour,https://www.tourradar.com/t/214315,"US,$,1,435",6 days,,,10,,
Short Annapurna Base camp Trek 7 days,https://www.tourradar.com/t/187250,"US,$,550",7 days,4.8,21,8,,"Day: 01 - Drive from Kathmandu (1400m) to Pokhara (820m),,Day: 02 - Drive from Pokhara (820m) to Nayapul (1070m) and then Trek to Chomrong (2170m),,Day: 03 - Trek to Dovan (2600m),,Day: 04 - Trek to Machhapuchre Base Camp (3700m),,Day: 05 - Trek to Annapurna Base Camp (4130m) and Trek to Bamboo (2310m),,Day: 06 - Trek to Jhinu Danda (1780m),,Day: 07 - Trek to Nayapul and drive back to Pokhara,,Day: 08 - Drive back to Kathmandu,"
Pikey Peak Horse Ride Trek - 7 Days,https://www.tourradar.com/t/154685,"US,$,1,990",7 days,4.7,44,15,,"Day 01: Kathmandu to Dhap by Jeep - 09 hrs. ,,Day 02: Horse Riding to Jampre 2,920 m/ 9,581 ft - 04/5 hrs.,,Day 03: Horse Riding to Pikey Base Camp 3,640 m/11,942 ft- 06/7 hrs. ,,Day 04: Horse Riding to Pikey Hill 4,302 m/14,114 ft with sunrise view then ride and walk to Loding 2,515 m/ 8,251 ft- 07/8 hrs. ,,Day 05: Horse riding down to Junbesi 2,675 m/ 8776 ft via Thubten Choeling Monastery- 04/5 hrs.,,Day 06: Horse Riding down to Phaplu 2,413 m/7,918 ft - 04/5 hrs. ,,Day 07: Phaplu to Kathmandu on Sharing Jeep-10/11 hours.,"
Himalayan Downhill - PRIVATE TRIP,https://www.tourradar.com/t/87767,"US,$,2,610",11 days,4.8,142,10,"Explore the Kathamandu Valley,Annapurna Conservation Area,Mountain bike through small villages,Mountain bike through 80 miles of terrain","Day 1: KATHMANDU,,Day 2: KATHMANDU,,Day 3: KATHMANDU TO POKHARA,,Day 4: POKHARA TO KAGBENI,,Day 5: KAGBENI TO MUKTINATH,,Day 6: MUKTINATH TO MARPHA,,Day 7: MARPHA TO TATOPANI,,Day 8: TATOPANI TO POKHARA,,Day 9: POKHARA,,Day 10: POKHARA TO KATHMANDU,,Day 11: KATHMANDU,"
Trekking in Nepal,https://www.tourradar.com/t/218839,"US,$,629",9 days,4.9,51,30,,"Day 1: Arrival in Kathmandu, transfer to Hotel,,Day 2: Kathmandu Valley Sightseeing and preparations ,,Day 3: Kathmandu to Pokhara,,Day 4: Pokhara - Nayapul- Ulleri,,Day 5: Ulleri - Ghorepani,,Day 6: Ghorepani- Poon Hill- Ghandruk,,Day 7: Ghandruk - Naya Pul- Pokhara,,Day 8: Pokhara - Kathmandu,"
The Royal Trek - 9 Days,https://www.tourradar.com/t/171784,"US,$,899",9 days,5.0,72,60,,"Day 01: Arrive in Kathmandu (1300m/4264ft),,Day 02: Kathmandu for Sightseeing and Trek Preparation,,Day 03: Drive Pokhara (823m/2,700ft) (6-7 hrs drive),,Day 04: Pokhara to Kalikasthan (1,370m/4,496ft) (1 hrs drive, 4-5 hrs trek),,Day 05: Kalikasthan to Syaklung (1730m/5675ft) (5-6 hrs),,Day 06: Syaklung to Chisapani (1550m/5084ft) (5-6 hrs),,Day 07: Chisapani to Pokhara,,Day 08: Drive from Pokhara to Kathmandu (6-7 hrs drive),,Day 09: Farewell,"
Ghorepani Poon Hill Trek,https://www.tourradar.com/t/188595,"US,$,630",5 days,4.8,21,8,,"Day: 01 - Fly to Pokhara (820m), drive to Nayapul (1070m) and Trek to Ulleri(2050m),,Day: 02 - Trek to Ghorepani (2800m),,Day: 03 - Hike to Poon hill (3210m) then Trek to Tadapani (2630m),,Day: 04 - Trek to Ghandruk (2012m)and drive back to Pokhara,,Day: 05 - Drive back to Kathmandu (1400m),"
Everest Panorama Trek,https://www.tourradar.com/t/149080,"US,$,1,620",11 days,4.7,7,10,"Be completely amazed by the views of endless snow-capped peaks,Experience the thrill of landing at Lukla's mountainside runway,Delve into culture at Namche Bazaar and Tengboche Monastery","Day 1: Arrival in Kathmandu (1,400 m),,Day 2: Guided Kathmandu Valley Sightseeing,,Day 3: Flight- Kathmandu- Lukla (2840m), start trek to Phakding (2,610m) Duration: Flight-25 minutes and trek 3 hours,,Day 4: Trek to Namche Bazaar (3440m) Duration: 6 hours,,Day 5: Acclimatization: Namche Bazaar,,Day 6: Trek to Tengboche (3,860m) Duration: 5 hours,,Day 7: Trek to Namche (3440m) Duration: 6 hours,,Day 8: Trek to Lukla (2840m) Duration: 7 hours,,Day 9: Flight- Lukla to Kathmandu,,Day 10: Leisure,,Day 11: Trip Concludes,"
